clean_symbol,token,name
PRAKASH,2708,PRAKASH
BUTTERFLY,2716,BUTTERFLY
BLACKBUCK,27144,BLACKBUCK
ROSSTECH,27353,ROSSTECH
AUTOAXLES,278,AUTOAXLES
RSWM,2794,RSWM
ARVEE,2814,ARVEE
ANURAS,2829,ANURAS
VENTIVE,28847,VENTIVE
PROZONER,28859,PROZONER
SENORES,28888,SENORES
MAYURUNIQ,28906,MAYURUNIQ
ROSSELLIND,28913,ROSSELLIND
TVSHLTD,29008,TVSHLTD
VMART,29284,VMART
MCLOUD,29482,MCLOUD
GROWWRAIL,29527,GROWWRAIL
HEXT,29666,HEXT
NIBL,29733,NIBL
JUSTDIAL,29962,JUSTDIAL
EQU200INAV,30124,EQU200INAV
SOTL,3021,SOTL
SDL26BEES,3022,SDL26BEES
SBIBPB,30290,SBIBPB
MID150,30469,MID150
SIL360INAV,30498,SIL360INAV
MONT50INAV,30502,MONT50INAV
SESHAPAPER,3066,SESHAPAPER
NEXT50INAV,30597,NEXT50INAV
SHANTIGEAR,3078,SHANTIGEAR
NBCC,31415,NBCC
LYPSAGEMS,31468,LYPSAGEMS
GILT5YBEES,3172,GILT5YBEES
LODHA,3220,LODHA
SREEL,31837,SREEL
SRF,3273,SRF
TEMBO,3275,TEMBO
BALKRISIND,335,BALKRISIND
SUNDRMFAST,3345,SUNDRMFAST
AJOONI,3403,AJOONI
TATACHEM,3405,TATACHEM
BASF,368,BASF
VESUVIUS,3676,VESUVIUS
ANMOL,3727,ANMOL
WEIZMANIND,3748,WEIZMANIND
WIPRO,3787,WIPRO
VINEETLAB,3807,VINEETLAB
ARIHANTCAP,3813,ARIHANTCAP
ZODIACLOTH,3821,ZODIACLOTH
ZUARIIND,3827,ZUARIIND
MAHLOG,385,MAHLOG
GOCLCORP,3963,GOCLCORP
PVP,4010,PVP
MARICO,4067,MARICO
INDIANCARD,4422,INDIANCARD
5PAISA,445,5PAISA
ELECTHERM,4469,ELECTHERM
AARTIDRUGS,4481,AARTIDRUGS
SIGIND,4522,SIGIND
HERITGFOOD,4598,HERITGFOOD
BANKINDIA,4745,BANKINDIA
BIRLACORPN,480,BIRLACORPN
ENGINERSIN,4907,ENGINERSIN
MAZDOCK,509,MAZDOCK
CIGNITITEC,5142,CIGNITITEC
ICICIB22,522,ICICIB22
DEVYANI,5373,DEVYANI
ASAHIINDIA,5378,ASAHIINDIA
BRITANNIA,547,BRITANNIA
APTUS,5435,APTUS
SERVOTECH,5507,SERVOTECH
KOTHARIPRO,5528,KOTHARIPRO
SHANTI,5650,SHANTI
VIJAYA,5585,VIJAYA
SANSERA,5751,SANSERA
LIKHITHA,578,LIKHITHA
CANFINHOME,583,CANFINHOME
MASPTOP50,5782,MASPTOP50
CARBORUNIV,595,CARBORUNIV
SIKKO,6218,SIKKO
SELMC,6262,SELMC
IGARASHI,634,IGARASHI
NIFTYETF,6353,NIFTYETF
MANORG,6422,MANORG
GRPLTD,6543,GRPLTD
SONATSOFTW,6596,SONATSOFTW
SIGACHI,6663,SIGACHI
IVC,6711,IVC
SBC,6792,SBC
LATENTVIEW,6818,LATENTVIEW
AARTIIND,7,AARTIIND
SUDARCOLOR,715,SUDARCOLOR
JTLIND,7287,JTLIND
DATAPATTNS,7358,DATAPATTNS
KRISHIVAL,756782,KRISHIVAL
PICCADIL,757754,PICCADIL
IGCL,757801,IGCL
CHEMBONDCH,757989,CHEMBONDCH
ARFIN,758700,ARFIN
SGFIN,758853,SGFIN
LAXMIINDIA,758863,LAXMIINDIA
CPEDU,758941,CPEDU
SML100CASE,758955,SML100CASE
GCSL,758986,GCSL
RHETAN,759062,RHETAN
HILINFRA,759103,HILINFRA
JKIPL,759205,JKIPL
NIFTYCASE,759302,NIFTYCASE
VIKRAMSOLR,759453,VIKRAMSOLR
SHIVAUM,759747,SHIVAUM
MODIS,759752,MODIS
CHEMICAL,759885,CHEMICAL
AONETMMQ50,759992,AONETMMQ50
ENIFTY,759998,ENIFTY
EXCELSOFT,760007,EXCELSOFT
CLEANMAX,760183,CLEANMAX
ABSL10BANK,760247,ABSL10BANK
DIVIDEND,760412,DIVIDEND
KSHINTL,760433,KSHINTL
GROWWCHEM,760673,GROWWCHEM
BHARATCOAL,760726,BHARATCOAL
GROWWPSE,760976,GROWWPSE
AYE,760981,AYE
GICL,761025,GICL
INFRA,761030,INFRA
SHADOWFAX,761469,SHADOWFAX
SHREERAMA,7627,SHREERAMA
BYKE,7919,BYKE
DCMSHRIRAM,811,DCMSHRIRAM
SILVERIETF,7942,SILVERIETF
MSUMI,8596,MSUMI
LOWVOL1,8632,LOWVOL1
VETO,8652,VETO
EICHERMOT,910,EICHERMOT
ROTO,9049,ROTO
INDOAMIN,9116,INDOAMIN
STARTECK,9305,STARTECK
CAMPUS,9362,CAMPUS
ELGIEQUIP,937,ELGIEQUIP
PGHL,940,PGHL
ESABINDIA,955,ESABINDIA
VENUSPIPES,9592,VENUSPIPES
KHANDSE,9641,KHANDSE
EUROTEXIND,999,EUROTEXIND
